_id_x,genre,age,nationalite,niveauEtudes,sessionId,__v_x,_id_y,textId,associationType,personAType,valueOneA,valueTwoA,forceA,personBType,valueOneB,valueTwoB,forceB,__v_y,association_triplet
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d4a68c30d2a75925b41b,67a243ea6d8e29a001947946,risk-reward,Homme grande taille,6,5,8,Femme petite taille,4,5,4,0,"[0, 1, 1]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d4bf8c30d2a75925b42a,67a243ea6d8e29a001947945,risk-reward,Homme petite taille,5,5,7,Homme grande taille,5,5,8,0,"[0, 1, 1]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d8fee1e0c1c3eecd63fe,67a51e546623f6ccab523c27,risk-effort,Personne âgée,6,2,2,Homme grande taille,4,8,8,0,"[1, 1, 0]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d903e1e0c1c3eecd6400,67a51e546623f6ccab523c27,risk-effort,Robot,8,8,9,Homme petite taille,2,2,7,0,"[1, 1, 0]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d90fe1e0c1c3eecd6404,67a243ea6d8e29a001947948,effort-reward,Enfant,3,5,3,Femme grande taille,7,5,7,0,"[1, 0, 1]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d920e1e0c1c3eecd6406,67a51efa18a0dfe14aac016b,risk-effort,Robot,10,8,9,Personne âgée,0,2,2,0,"[1, 1, 0]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d938e1e0c1c3eecd6408,67a243ea6d8e29a001947947,effort-reward,Enfant,3,3,3,Femme grande taille,7,7,7,0,"[1, 0, 1]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d941e1e0c1c3eecd640c,67a243ea6d8e29a001947947,effort-reward,Homme petite taille,7,7,7,Personne âgée,3,3,2,0,"[1, 0, 1]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d94ee1e0c1c3eecd640e,67a243ea6d8e29a001947945,risk-reward,Homme grande taille,5,5,8,Enfant,5,5,3,0,"[0, 1, 1]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d958e1e0c1c3eecd6412,67a51eb49d8894e943d3ff93,risk-effort,Femme petite taille,4,5,4,Homme petite taille,6,5,7,0,"[1, 1, 0]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d963e1e0c1c3eecd6416,67a51efa18a0dfe14aac016b,risk-effort,Enfant,2,7,3,Personne âgée,8,3,2,0,"[1, 1, 0]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d97ae1e0c1c3eecd641a,67a243ea6d8e29a001947944,risk-reward,Robot,8,5,9,Enfant,2,5,3,0,"[0, 1, 1]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d982e1e0c1c3eecd641c,67a243ea6d8e29a001947944,risk-reward,Homme petite taille,7,7,7,Femme petite taille,3,3,4,0,"[0, 1, 1]"
67e1d3e18c30d2a75925b411,homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,0,67e1d98ce1e0c1c3eecd6420,67a243ea6d8e29a001947946,risk-reward,Femme petite taille,7,7,4,Enfant,3,3,3,0,"[0, 1, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d450e1e0c1c3eecd6356,67a51efa18a0dfe14aac016b,risk-effort,Femme grande taille,5,3,7,Homme grande taille,5,7,10,0,"[1, 1, 0]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d498e1e0c1c3eecd6364,67a243ea6d8e29a001947948,effort-reward,Personne âgée,8,5,3,Enfant,2,5,2,0,"[1, 0, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d4a4e1e0c1c3eecd636a,67a51e546623f6ccab523c27,risk-effort,Enfant,0,0,2,Homme grande taille,10,10,10,0,"[1, 1, 0]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d4b98c30d2a75925b427,67a243ea6d8e29a001947947,effort-reward,Femme grande taille,10,8,7,Enfant,0,2,2,0,"[1, 0, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d4d2e1e0c1c3eecd6370,67a243ea6d8e29a001947945,risk-reward,Femme petite taille,10,9,6,Enfant,0,1,2,0,"[0, 1, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d4ebe973bdbbfb509603,67a243ea6d8e29a001947946,risk-reward,Homme petite taille,9,5,9,Femme petite taille,1,5,6,0,"[0, 1, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d4f9e973bdbbfb509609,67a51eb49d8894e943d3ff93,risk-effort,Femme grande taille,7,10,7,Personne âgée,3,0,3,0,"[1, 1, 0]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d500e973bdbbfb50960f,67a243ea6d8e29a001947946,risk-reward,Homme grande taille,10,5,10,Personne âgée,0,5,3,0,"[0, 1, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d50ae973bdbbfb509613,67a243ea6d8e29a001947948,effort-reward,Robot,10,0,6,Homme petite taille,0,10,9,0,"[1, 0, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d515e973bdbbfb509619,67a243ea6d8e29a001947945,risk-reward,Homme petite taille,10,9,9,Enfant,0,1,2,0,"[0, 1, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d530e973bdbbfb509624,67a51efa18a0dfe14aac016b,risk-effort,Robot,10,10,6,Homme petite taille,0,0,9,0,"[1, 1, 0]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d53d8c30d2a75925b42e,67a243ea6d8e29a001947949,effort-reward,Personne âgée,0,10,3,Robot,10,0,6,0,"[1, 0, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d5438c30d2a75925b432,67a243ea6d8e29a001947949,effort-reward,Robot,10,0,6,Femme grande taille,0,10,7,0,"[1, 0, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d54e8c30d2a75925b43a,67a243ea6d8e29a001947944,risk-reward,Homme petite taille,10,5,9,Personne âgée,0,5,3,0,"[0, 1, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d559e973bdbbfb50962a,67a243ea6d8e29a001947947,effort-reward,Femme grande taille,10,9,7,Personne âgée,0,1,3,0,"[1, 0, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d55f8c30d2a75925b43e,67a51e546623f6ccab523c27,risk-effort,Femme grande taille,10,10,7,Personne âgée,0,0,3,0,"[1, 1, 0]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d5678c30d2a75925b440,67a243ea6d8e29a001947944,risk-reward,Homme petite taille,10,5,9,Femme petite taille,0,5,6,0,"[0, 1, 1]"
67e1d3ffe1e0c1c3eecd634a,homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,0,67e1d56b8c30d2a75925b444,67a51eb49d8894e943d3ff93,risk-effort,Robot,10,10,6,Personne âgée,0,0,3,0,"[1, 1, 0]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d4ffe973bdbbfb50960d,67a243ea6d8e29a001947946,risk-reward,Robot,6,5,5,Femme petite taille,4,5,5,0,"[0, 1, 1]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d51fe973bdbbfb50961b,67a51eb49d8894e943d3ff93,risk-effort,Homme grande taille,7,5,9,Homme petite taille,3,5,5,0,"[1, 1, 0]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d529e973bdbbfb50961e,67a243ea6d8e29a001947947,effort-reward,Femme petite taille,5,5,5,Robot,5,5,5,0,"[1, 0, 1]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d52ae973bdbbfb509620,67a243ea6d8e29a001947948,effort-reward,Femme grande taille,5,5,9,Robot,5,5,5,0,"[1, 0, 1]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d5408c30d2a75925b430,67a243ea6d8e29a001947948,effort-reward,Personne âgée,2,4,3,Robot,8,6,5,0,"[1, 0, 1]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d54c8c30d2a75925b434,67a243ea6d8e29a001947944,risk-reward,Enfant,5,5,7,Homme petite taille,5,5,5,0,"[0, 1, 1]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d54d8c30d2a75925b438,67a51efa18a0dfe14aac016b,risk-effort,Femme petite taille,5,5,5,Robot,5,5,5,0,"[1, 1, 0]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d56a8c30d2a75925b442,67a243ea6d8e29a001947945,risk-reward,Femme petite taille,3,3,5,Homme grande taille,7,7,9,0,"[0, 1, 1]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d581e973bdbbfb50962e,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,7,6,9,Femme petite taille,3,4,5,0,"[1, 0, 1]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d583e973bdbbfb509630,67a51eb49d8894e943d3ff93,risk-effort,Homme grande taille,5,5,9,Femme grande taille,5,5,9,0,"[1, 1, 0]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d5998c30d2a75925b448,67a243ea6d8e29a001947944,risk-reward,Homme petite taille,3,3,5,Femme grande taille,7,7,9,0,"[0, 1, 1]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d5a98c30d2a75925b44e,67a51e546623f6ccab523c27,risk-effort,Personne âgée,2,4,3,Enfant,8,6,7,0,"[1, 1, 0]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d5ae8c30d2a75925b450,67a243ea6d8e29a001947946,risk-reward,Homme petite taille,5,5,5,Femme petite taille,5,5,5,0,"[0, 1, 1]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d5c0e973bdbbfb509640,67a51efa18a0dfe14aac016b,risk-effort,Homme grande taille,6,6,9,Femme petite taille,4,4,5,0,"[1, 1, 0]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d5cbe973bdbbfb509642,67a243ea6d8e29a001947949,effort-reward,Personne âgée,2,4,3,Femme grande taille,8,6,9,0,"[1, 0, 1]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d5d8e973bdbbfb509649,67a243ea6d8e29a001947947,effort-reward,Enfant,7,7,7,Femme petite taille,3,3,5,0,"[1, 0, 1]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d5f8e973bdbbfb509656,67a51e546623f6ccab523c27,risk-effort,Homme grande taille,7,8,9,Personne âgée,3,2,3,0,"[1, 1, 0]"
67e1d4ac8c30d2a75925b421,femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,0,67e1d6038c30d2a75925b45d,67a243ea6d8e29a001947945,risk-reward,Personne âgée,2,4,3,Homme grande taille,8,6,9,0,"[0, 1, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d50be973bdbbfb509615,67a243ea6d8e29a001947945,risk-reward,Enfant,2,5,2,Homme grande taille,8,5,7,0,"[0, 1, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d531e973bdbbfb509626,67a51eb49d8894e943d3ff93,risk-effort,Homme petite taille,5,5,6,Femme grande taille,5,5,6,0,"[1, 1, 0]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d5598c30d2a75925b43c,67a243ea6d8e29a001947947,effort-reward,Femme grande taille,6,6,6,Femme petite taille,4,4,5,0,"[1, 0, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d5938c30d2a75925b446,67a243ea6d8e29a001947946,risk-reward,Femme petite taille,2,2,5,Robot,8,8,8,0,"[0, 1, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d5b3e973bdbbfb50963a,67a243ea6d8e29a001947949,effort-reward,Personne âgée,0,2,2,Homme petite taille,10,8,6,0,"[1, 0, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d5be8c30d2a75925b452,67a51eb49d8894e943d3ff93,risk-effort,Homme petite taille,5,5,6,Femme grande taille,5,5,6,0,"[1, 1, 0]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d5d4e973bdbbfb509646,67a51efa18a0dfe14aac016b,risk-effort,Personne âgée,10,0,2,Femme grande taille,0,10,6,0,"[1, 1, 0]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d5ede973bdbbfb509652,67a51e546623f6ccab523c27,risk-effort,Femme grande taille,10,0,6,Robot,0,10,8,0,"[1, 1, 0]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d5f5e973bdbbfb509654,67a243ea6d8e29a001947949,effort-reward,Homme petite taille,5,5,6,Femme grande taille,5,5,6,0,"[1, 0, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d5fc8c30d2a75925b45a,67a51efa18a0dfe14aac016b,risk-effort,Enfant,10,0,2,Homme grande taille,0,10,7,0,"[1, 1, 0]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d610e973bdbbfb50965c,67a243ea6d8e29a001947948,effort-reward,Enfant,5,5,2,Personne âgée,5,5,2,0,"[1, 0, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d6238c30d2a75925b460,67a243ea6d8e29a001947946,risk-reward,Homme grande taille,6,6,7,Femme grande taille,4,4,6,0,"[0, 1, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d62c8c30d2a75925b466,67a243ea6d8e29a001947945,risk-reward,Femme grande taille,5,5,6,Homme petite taille,5,5,6,0,"[0, 1, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d6468c30d2a75925b470,67a243ea6d8e29a001947947,effort-reward,Femme petite taille,1,2,5,Robot,9,8,8,0,"[1, 0, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d6648c30d2a75925b47e,67a243ea6d8e29a001947944,risk-reward,Femme petite taille,8,6,5,Personne âgée,2,4,2,0,"[0, 1, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d677e1e0c1c3eecd6380,67a51e546623f6ccab523c27,risk-effort,Femme petite taille,8,2,5,Homme grande taille,2,8,7,0,"[1, 1, 0]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d680e1e0c1c3eecd6386,67a243ea6d8e29a001947948,effort-reward,Homme petite taille,5,5,6,Homme grande taille,5,5,7,0,"[1, 0, 1]"
67e1d4b9e1e0c1c3eecd636c,femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,0,67e1d6868c30d2a75925b488,67a243ea6d8e29a001947944,risk-reward,Femme grande taille,5,5,6,Homme petite taille,5,5,6,0,"[0, 1, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d52fe973bdbbfb509622,67a243ea6d8e29a001947949,effort-reward,Personne âgée,3,3,3,Femme grande taille,7,7,6,0,"[1, 0, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d54fe973bdbbfb509628,67a51eb49d8894e943d3ff93,risk-effort,Homme petite taille,5,0,6,Robot,5,10,9,0,"[1, 1, 0]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d579e973bdbbfb50962c,67a243ea6d8e29a001947944,risk-reward,Femme grande taille,4,7,6,Robot,6,3,9,0,"[0, 1, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d5a68c30d2a75925b44a,67a51efa18a0dfe14aac016b,risk-effort,Femme petite taille,3,7,4,Femme grande taille,7,3,6,0,"[1, 1, 0]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d5bee973bdbbfb50963e,67a243ea6d8e29a001947949,effort-reward,Robot,8,3,9,Homme grande taille,2,7,8,0,"[1, 0, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d5ede973bdbbfb509650,67a243ea6d8e29a001947946,risk-reward,Femme grande taille,4,5,6,Homme grande taille,6,5,8,0,"[0, 1, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d604e973bdbbfb509658,67a243ea6d8e29a001947947,effort-reward,Robot,7,3,9,Homme petite taille,3,7,6,0,"[1, 0, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d615e973bdbbfb50965e,67a243ea6d8e29a001947944,risk-reward,Femme petite taille,2,7,4,Robot,8,3,9,0,"[0, 1, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d6298c30d2a75925b462,67a243ea6d8e29a001947948,effort-reward,Robot,8,2,9,Femme petite taille,2,8,4,0,"[1, 0, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d637e973bdbbfb50966c,67a243ea6d8e29a001947947,effort-reward,Homme petite taille,9,9,6,Enfant,1,1,2,0,"[1, 0, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d6418c30d2a75925b46c,67a51efa18a0dfe14aac016b,risk-effort,Enfant,1,3,2,Femme grande taille,9,7,6,0,"[1, 1, 0]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d6598c30d2a75925b47a,67a51e546623f6ccab523c27,risk-effort,Femme grande taille,7,1,6,Homme grande taille,3,9,8,0,"[1, 1, 0]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d6658c30d2a75925b482,67a243ea6d8e29a001947946,risk-reward,Personne âgée,1,7,3,Robot,9,3,9,0,"[0, 1, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d6848c30d2a75925b486,67a243ea6d8e29a001947945,risk-reward,Femme petite taille,5,5,4,Femme grande taille,5,5,6,0,"[0, 1, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d691e1e0c1c3eecd638f,67a51e546623f6ccab523c27,risk-effort,Femme petite taille,9,0,4,Robot,1,10,9,0,"[1, 1, 0]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d6a1e1e0c1c3eecd6393,67a243ea6d8e29a001947948,effort-reward,Homme grande taille,9,6,8,Enfant,1,4,2,0,"[1, 0, 1]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d6ab8c30d2a75925b48a,67a51eb49d8894e943d3ff93,risk-effort,Homme petite taille,5,5,6,Femme grande taille,5,5,6,0,"[1, 1, 0]"
67e1d4f7e973bdbbfb509607,homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,0,67e1d6ae8c30d2a75925b48c,67a243ea6d8e29a001947945,risk-reward,Femme grande taille,5,5,6,Homme petite taille,5,5,6,0,"[0, 1, 1]"
67e1d509e973bdbbfb509611,homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,0,67e1d58ee973bdbbfb509632,67a51efa18a0dfe14aac016b,risk-effort,Femme grande taille,4,5,6,Homme petite taille,6,5,7,0,"[1, 1, 0]"
67e1d509e973bdbbfb509611,homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,0,67e1d5cde973bdbbfb509644,67a243ea6d8e29a001947945,risk-reward,Femme grande taille,5,5,6,Homme grande taille,5,5,8,0,"[0, 1, 1]"
67e1d509e973bdbbfb509611,homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,0,67e1d5cd8c30d2a75925b454,67a243ea6d8e29a001947945,risk-reward,Femme grande taille,4,4,6,Homme grande taille,6,6,8,0,"[0, 1, 1]"
67e1d509e973bdbbfb509611,homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,0,67e1d5ebe973bdbbfb50964e,67a243ea6d8e29a001947947,effort-reward,Enfant,1,3,1,Homme petite taille,9,7,7,0,"[1, 0, 1]"
67e1d509e973bdbbfb509611,homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,0,67e1d6fde1e0c1c3eecd639b,67a243ea6d8e29a001947944,risk-reward,Personne âgée,4,4,4,Femme grande taille,6,6,6,0,"[0, 1, 1]"
67e1d509e973bdbbfb509611,homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,0,67e1d708e1e0c1c3eecd639d,67a51efa18a0dfe14aac016b,risk-effort,Personne âgée,7,7,4,Enfant,3,3,1,0,"[1, 1, 0]"
67e1d509e973bdbbfb509611,homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,0,67e1d71ae1e0c1c3eecd63a3,67a243ea6d8e29a001947944,risk-reward,Homme grande taille,5,5,8,Homme petite taille,5,5,7,0,"[0, 1, 1]"
67e1d509e973bdbbfb509611,homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,0,67e1d734e1e0c1c3eecd63ab,67a243ea6d8e29a001947949,effort-reward,Homme petite taille,8,7,7,Enfant,2,3,1,0,"[1, 0, 1]"
67e1d509e973bdbbfb509611,homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,0,67e1d7868c30d2a75925b4a8,67a243ea6d8e29a001947946,risk-reward,Homme grande taille,6,5,8,Femme petite taille,4,5,4,0,"[0, 1, 1]"
67e1d509e973bdbbfb509611,homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,0,67e1d79c8c30d2a75925b4b0,67a243ea6d8e29a001947947,effort-reward,Personne âgée,5,5,4,Femme petite taille,5,5,4,0,"[1, 0, 1]"
67e1d509e973bdbbfb509611,homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,0,67e1d7a7e1e0c1c3eecd63bb,67a243ea6d8e29a001947946,risk-reward,Personne âgée,4,5,4,Femme petite taille,6,5,4,0,"[0, 1, 1]"
