genre,age,nationalite,niveauEtudes,sessionId,associationType,personAType,valueOneA,valueTwoA,forceA,personBType,valueOneB,valueTwoB,forceB
homme,43,DZA,employe,086b8af2-bfe6-4638-a1ca-bca6e0bd626c,effort-reward,Femme grande taille,4,4,5,Femme petite taille,6,6,6
homme,43,DZA,employe,086b8af2-bfe6-4638-a1ca-bca6e0bd626c,effort-reward,Femme petite taille,7,8,6,Enfant,3,2,2
homme,43,DZA,employe,086b8af2-bfe6-4638-a1ca-bca6e0bd626c,risk-effort,Robot,2,0,6,Femme petite taille,8,10,6
homme,43,DZA,employe,086b8af2-bfe6-4638-a1ca-bca6e0bd626c,effort-reward,Femme grande taille,0,0,5,Robot,10,10,6
homme,43,DZA,employe,086b8af2-bfe6-4638-a1ca-bca6e0bd626c,risk-reward,Personne âgée,2,1,2,Femme grande taille,8,9,5
homme,43,DZA,employe,086b8af2-bfe6-4638-a1ca-bca6e0bd626c,risk-effort,Femme grande taille,5,5,5,Femme petite taille,5,5,6
homme,43,DZA,employe,086b8af2-bfe6-4638-a1ca-bca6e0bd626c,effort-reward,Enfant,5,5,2,Robot,5,5,6
homme,43,DZA,employe,086b8af2-bfe6-4638-a1ca-bca6e0bd626c,risk-reward,Personne âgée,5,5,2,Homme grande taille,5,5,2
homme,43,DZA,employe,086b8af2-bfe6-4638-a1ca-bca6e0bd626c,risk-effort,Femme petite taille,5,5,6,Femme grande taille,5,5,5
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-reward,Homme petite taille,3,5,3,Femme grande taille,7,5,6
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-reward,Femme petite taille,8,5,10,Homme petite taille,2,5,3
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,effort-reward,Femme grande taille,9,10,6,Robot,1,0,1
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-reward,Personne âgée,2,9,8,Homme grande taille,8,1,7
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-effort,Femme petite taille,1,8,10,Enfant,9,2,4
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-effort,Homme petite taille,8,2,3,Femme grande taille,2,8,6
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,effort-reward,Homme grande taille,10,6,7,Enfant,0,4,4
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,effort-reward,Homme grande taille,3,10,7,Robot,7,0,1
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-reward,Enfant,5,5,4,Homme petite taille,5,5,3
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-effort,Homme grande taille,5,5,7,Personne âgée,5,5,8
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-reward,Femme grande taille,1,2,6,Homme petite taille,9,8,3
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-effort,Femme grande taille,2,9,6,Homme petite taille,8,1,3
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-effort,Femme petite taille,10,0,10,Robot,0,10,1
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-effort,Enfant,10,2,4,Femme petite taille,0,8,10
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,effort-reward,Robot,2,0,1,Femme petite taille,8,10,10
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,risk-reward,Personne âgée,8,7,8,Femme grande taille,2,3,6
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,effort-reward,Femme grande taille,1,4,6,Femme petite taille,9,6,10
femme,23,FRA,bac+3,f316910e-2955-48d2-88fe-2a5299ce5ac0,effort-reward,Homme petite taille,5,6,3,Enfant,5,4,4
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-reward,Robot,10,5,8,Enfant,0,5,2
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-effort,Personne âgée,10,0,4,Homme petite taille,0,10,10
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-effort,Robot,0,10,8,Femme grande taille,10,0,5
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,effort-reward,Personne âgée,3,5,4,Homme grande taille,7,5,7
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,effort-reward,Homme petite taille,8,5,10,Femme grande taille,2,5,5
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-reward,Femme grande taille,3,3,5,Femme petite taille,7,7,4
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-reward,Homme petite taille,5,5,10,Homme grande taille,5,5,7
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,effort-reward,Personne âgée,8,8,4,Enfant,2,2,2
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-reward,Robot,10,0,8,Homme grande taille,0,10,7
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,effort-reward,Homme grande taille,8,5,7,Femme petite taille,2,5,4
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-effort,Femme grande taille,8,2,5,Personne âgée,2,8,4
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-effort,Homme petite taille,10,0,10,Robot,0,10,8
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-reward,Femme grande taille,7,5,5,Femme petite taille,3,5,4
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,effort-reward,Personne âgée,7,5,4,Enfant,3,5,2
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,effort-reward,Personne âgée,2,3,4,Homme grande taille,8,7,7
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-effort,Enfant,10,0,2,Femme petite taille,0,10,4
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-reward,Personne âgée,7,10,4,Robot,3,0,8
homme,22,FRA,bac+4,f5dad460-66a4-48b7-ab81-5d42500ee3f1,risk-effort,Homme petite taille,8,2,10,Femme petite taille,2,8,4
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-reward,Femme grande taille,3,5,5,Femme petite taille,7,5,4
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-reward,Robot,10,0,10,Enfant,0,10,1
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-effort,Homme grande taille,3,10,8,Enfant,7,0,1
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,effort-reward,Femme grande taille,0,10,5,Robot,10,0,10
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-effort,Robot,10,2,10,Femme petite taille,0,8,4
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-reward,Femme grande taille,5,5,5,Femme petite taille,5,5,4
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-effort,Homme petite taille,3,7,6,Femme grande taille,7,3,5
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-effort,Homme petite taille,2,10,6,Personne âgée,8,0,2
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,effort-reward,Homme petite taille,8,9,6,Enfant,2,1,1
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,effort-reward,Homme petite taille,6,6,6,Femme grande taille,4,4,5
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-reward,Homme petite taille,8,9,6,Personne âgée,2,1,2
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-reward,Personne âgée,1,1,2,Femme petite taille,9,9,4
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,effort-reward,Homme grande taille,8,6,8,Femme petite taille,2,4,4
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,effort-reward,Homme petite taille,8,8,6,Personne âgée,2,2,2
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-effort,Homme petite taille,1,10,6,Femme petite taille,9,0,4
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,effort-reward,Homme grande taille,8,8,8,Femme petite taille,2,2,4
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-effort,Femme petite taille,1,7,4,Homme grande taille,9,3,8
homme,22,GBR,bac+1,186e2c28-993e-4d15-a99c-ac5eff9c7b42,risk-reward,Robot,9,0,10,Homme grande taille,1,10,8
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,effort-reward,Femme grande taille,7,5,5,Personne âgée,3,5,1
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-reward,Enfant,1,3,2,Homme grande taille,9,7,8
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-reward,Robot,7,0,10,Femme grande taille,3,10,6
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-effort,Homme grande taille,0,10,8,Personne âgée,10,0,1
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-reward,Homme grande taille,8,5,8,Femme petite taille,2,5,4
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,effort-reward,Femme petite taille,7,8,4,Enfant,3,2,2
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-effort,Homme petite taille,10,5,6,Femme grande taille,0,5,6
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-effort,Femme petite taille,2,10,4,Personne âgée,8,0,1
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,effort-reward,Enfant,0,3,2,Homme grande taille,10,7,8
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-reward,Homme petite taille,10,5,6,Personne âgée,0,5,1
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-effort,Personne âgée,0,0,1,Homme grande taille,10,10,8
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,effort-reward,Enfant,4,1,2,Personne âgée,6,9,1
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-effort,Personne âgée,0,0,1,Homme petite taille,10,10,6
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-reward,Femme grande taille,1,10,6,Robot,9,0,10
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-reward,Robot,10,0,10,Enfant,0,10,2
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,effort-reward,Homme grande taille,10,9,8,Enfant,0,1,2
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,effort-reward,Femme petite taille,0,10,4,Robot,10,0,10
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-effort,Enfant,3,0,2,Femme grande taille,7,10,6
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-effort,Enfant,5,5,2,Femme grande taille,5,5,6
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-effort,Enfant,5,5,2,Femme grande taille,5,5,6
homme,24,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,risk-effort,Enfant,5,5,2,Femme grande taille,5,5,6
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,effort-reward,Personne âgée,3,5,2,Femme grande taille,7,5,6
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-effort,Femme petite taille,6,10,5,Enfant,4,0,3
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-reward,Homme petite taille,5,5,7,Enfant,5,5,3
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-effort,Robot,10,8,10,Femme petite taille,0,2,5
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,effort-reward,Femme petite taille,5,5,5,Homme grande taille,5,5,8
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-reward,Homme grande taille,5,5,8,Homme petite taille,5,5,7
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-effort,Femme grande taille,5,6,6,Femme petite taille,5,4,5
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,effort-reward,Homme petite taille,4,4,7,Homme grande taille,6,6,8
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-reward,Femme grande taille,0,10,6,Robot,10,0,10
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-reward,Femme petite taille,10,8,5,Enfant,0,2,3
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-effort,Personne âgée,10,0,2,Homme petite taille,0,10,7
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,effort-reward,Robot,7,0,10,Homme grande taille,3,10,8
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-reward,Homme petite taille,8,6,7,Personne âgée,2,4,2
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-reward,Homme petite taille,0,10,7,Robot,10,0,10
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-effort,Femme petite taille,2,0,5,Robot,8,10,10
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,effort-reward,Femme grande taille,4,4,6,Homme petite taille,6,6,7
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,risk-effort,Personne âgée,10,0,2,Homme petite taille,0,10,7
femme,21,FRA,bac+4,b7c61570-e6a0-432f-91e8-42bccd42f73f,effort-reward,Homme grande taille,8,8,8,Personne âgée,2,2,2
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,effort-reward,Femme grande taille,6,5,7,Femme petite taille,4,5,4
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,effort-reward,Personne âgée,3,5,2,Femme grande taille,7,5,7
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-effort,Enfant,2,3,3,Robot,8,7,9
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,effort-reward,Robot,5,0,9,Homme grande taille,5,10,8
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-reward,Homme grande taille,6,5,8,Femme petite taille,4,5,4
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-reward,Homme petite taille,5,5,7,Homme grande taille,5,5,8
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-effort,Personne âgée,6,2,2,Homme grande taille,4,8,8
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-effort,Robot,8,8,9,Homme petite taille,2,2,7
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,effort-reward,Enfant,3,5,3,Femme grande taille,7,5,7
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-effort,Robot,10,8,9,Personne âgée,0,2,2
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,effort-reward,Enfant,3,3,3,Femme grande taille,7,7,7
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,effort-reward,Homme petite taille,7,7,7,Personne âgée,3,3,2
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-reward,Homme grande taille,5,5,8,Enfant,5,5,3
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-effort,Femme petite taille,4,5,4,Homme petite taille,6,5,7
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-effort,Enfant,2,7,3,Personne âgée,8,3,2
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-reward,Robot,8,5,9,Enfant,2,5,3
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-reward,Homme petite taille,7,7,7,Femme petite taille,3,3,4
homme,21,FRA,bac+3,a1d9df0b-cd60-442a-ac47-d672da51d9a6,risk-reward,Femme petite taille,7,7,4,Enfant,3,3,3
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-effort,Femme grande taille,5,3,7,Homme grande taille,5,7,10
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,effort-reward,Personne âgée,8,5,3,Enfant,2,5,2
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-effort,Enfant,0,0,2,Homme grande taille,10,10,10
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,effort-reward,Femme grande taille,10,8,7,Enfant,0,2,2
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-reward,Femme petite taille,10,9,6,Enfant,0,1,2
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-reward,Homme petite taille,9,5,9,Femme petite taille,1,5,6
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-effort,Femme grande taille,7,10,7,Personne âgée,3,0,3
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-reward,Homme grande taille,10,5,10,Personne âgée,0,5,3
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,effort-reward,Robot,10,0,6,Homme petite taille,0,10,9
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-reward,Homme petite taille,10,9,9,Enfant,0,1,2
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-effort,Robot,10,10,6,Homme petite taille,0,0,9
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,effort-reward,Personne âgée,0,10,3,Robot,10,0,6
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,effort-reward,Robot,10,0,6,Femme grande taille,0,10,7
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-reward,Homme petite taille,10,5,9,Personne âgée,0,5,3
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,effort-reward,Femme grande taille,10,9,7,Personne âgée,0,1,3
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-effort,Femme grande taille,10,10,7,Personne âgée,0,0,3
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-reward,Homme petite taille,10,5,9,Femme petite taille,0,5,6
homme,20,FRA,bac+3,30cfdfae-6884-49aa-a9a9-bf5bed6a99ba,risk-effort,Robot,10,10,6,Personne âgée,0,0,3
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-reward,Robot,6,5,5,Femme petite taille,4,5,5
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-effort,Homme grande taille,7,5,9,Homme petite taille,3,5,5
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,effort-reward,Femme petite taille,5,5,5,Robot,5,5,5
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,effort-reward,Femme grande taille,5,5,9,Robot,5,5,5
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,effort-reward,Personne âgée,2,4,3,Robot,8,6,5
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-reward,Enfant,5,5,7,Homme petite taille,5,5,5
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-effort,Femme petite taille,5,5,5,Robot,5,5,5
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-reward,Femme petite taille,3,3,5,Homme grande taille,7,7,9
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,effort-reward,Homme grande taille,7,6,9,Femme petite taille,3,4,5
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-effort,Homme grande taille,5,5,9,Femme grande taille,5,5,9
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-reward,Homme petite taille,3,3,5,Femme grande taille,7,7,9
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-effort,Personne âgée,2,4,3,Enfant,8,6,7
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-reward,Homme petite taille,5,5,5,Femme petite taille,5,5,5
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-effort,Homme grande taille,6,6,9,Femme petite taille,4,4,5
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,effort-reward,Personne âgée,2,4,3,Femme grande taille,8,6,9
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,effort-reward,Enfant,7,7,7,Femme petite taille,3,3,5
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-effort,Homme grande taille,7,8,9,Personne âgée,3,2,3
femme,20,FRA,bac+3,931eaab2-18b8-4570-9794-3b8770f2784f,risk-reward,Personne âgée,2,4,3,Homme grande taille,8,6,9
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-reward,Enfant,2,5,2,Homme grande taille,8,5,7
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-effort,Homme petite taille,5,5,6,Femme grande taille,5,5,6
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,effort-reward,Femme grande taille,6,6,6,Femme petite taille,4,4,5
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-reward,Femme petite taille,2,2,5,Robot,8,8,8
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,effort-reward,Personne âgée,0,2,2,Homme petite taille,10,8,6
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-effort,Homme petite taille,5,5,6,Femme grande taille,5,5,6
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-effort,Personne âgée,10,0,2,Femme grande taille,0,10,6
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-effort,Femme grande taille,10,0,6,Robot,0,10,8
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,effort-reward,Homme petite taille,5,5,6,Femme grande taille,5,5,6
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-effort,Enfant,10,0,2,Homme grande taille,0,10,7
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,effort-reward,Enfant,5,5,2,Personne âgée,5,5,2
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-reward,Homme grande taille,6,6,7,Femme grande taille,4,4,6
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-reward,Femme grande taille,5,5,6,Homme petite taille,5,5,6
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,effort-reward,Femme petite taille,1,2,5,Robot,9,8,8
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-reward,Femme petite taille,8,6,5,Personne âgée,2,4,2
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-effort,Femme petite taille,8,2,5,Homme grande taille,2,8,7
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,effort-reward,Homme petite taille,5,5,6,Homme grande taille,5,5,7
femme,20,FRA,bac+3,ce7f686a-7858-478f-abcf-80d46ca63c7e,risk-reward,Femme grande taille,5,5,6,Homme petite taille,5,5,6
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,effort-reward,Personne âgée,3,3,3,Femme grande taille,7,7,6
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-effort,Homme petite taille,5,0,6,Robot,5,10,9
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-reward,Femme grande taille,4,7,6,Robot,6,3,9
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-effort,Femme petite taille,3,7,4,Femme grande taille,7,3,6
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,effort-reward,Robot,8,3,9,Homme grande taille,2,7,8
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-reward,Femme grande taille,4,5,6,Homme grande taille,6,5,8
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,effort-reward,Robot,7,3,9,Homme petite taille,3,7,6
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-reward,Femme petite taille,2,7,4,Robot,8,3,9
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,effort-reward,Robot,8,2,9,Femme petite taille,2,8,4
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,effort-reward,Homme petite taille,9,9,6,Enfant,1,1,2
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-effort,Enfant,1,3,2,Femme grande taille,9,7,6
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-effort,Femme grande taille,7,1,6,Homme grande taille,3,9,8
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-reward,Personne âgée,1,7,3,Robot,9,3,9
