genre,age,nationalite,niveauEtudes,sessionId,associationType,personAType,valueOneA,valueTwoA,forceA,personBType,valueOneB,valueTwoB,forceB
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,risk-effort,Homme grande taille,3.0,7.0,9.0,Femme grande taille,7.0,3.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,risk-effort,Homme grande taille,4.0,3.0,9.0,Femme grande taille,6.0,7.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,risk-reward,Homme grande taille,9.0,4.0,9.0,Femme grande taille,1.0,6.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,effort-reward,Homme grande taille,5.0,6.0,9.0,Femme grande taille,5.0,4.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,effort-reward,Homme grande taille,1.0,9.0,9.0,Femme grande taille,9.0,1.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,risk-effort,Homme grande taille,5.0,2.0,9.0,Femme grande taille,5.0,8.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,risk-effort,Homme grande taille,6.0,3.0,9.0,Femme grande taille,4.0,7.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,risk-effort,Homme grande taille,6.0,9.0,9.0,Femme grande taille,4.0,1.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,risk-reward,Homme grande taille,9.0,5.0,9.0,Femme grande taille,1.0,5.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,effort-reward,Homme grande taille,9.0,1.0,9.0,Femme grande taille,1.0,9.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,effort-reward,Homme grande taille,3.0,7.0,9.0,Femme grande taille,7.0,3.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,risk-effort,Homme grande taille,6.0,7.0,9.0,Femme grande taille,4.0,3.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,effort-reward,Homme grande taille,9.0,7.0,9.0,Femme grande taille,1.0,3.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,effort-reward,Homme grande taille,2.0,2.0,9.0,Femme grande taille,8.0,8.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,risk-effort,Homme grande taille,4.0,9.0,9.0,Femme grande taille,6.0,1.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,effort-reward,Homme grande taille,1.0,7.0,9.0,Femme grande taille,9.0,3.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,effort-reward,Homme grande taille,7.0,1.0,9.0,Femme grande taille,3.0,9.0,7.0
homme,22,MAR,bac+4,3901c244-3fb7-4c80-9761-9760fbd60e24,risk-effort,Homme grande taille,5.0,0.0,9.0,Femme grande taille,5.0,10.0,7.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Personne âgée,4.0,4.0,2.0,Femme petite taille,6.0,6.0,3.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Homme petite taille,6.0,6.0,6.0,Femme grande taille,4.0,4.0,5.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Homme petite taille,7.0,7.0,6.0,Femme petite taille,3.0,3.0,3.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Personne âgée,1.0,1.0,2.0,Homme grande taille,9.0,9.0,8.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Homme grande taille,7.0,3.0,8.0,Robot,3.0,7.0,10.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Homme grande taille,4.0,5.0,8.0,Robot,6.0,5.0,10.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Homme grande taille,0.0,10.0,8.0,Personne âgée,10.0,0.0,2.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Enfant,1.0,1.0,1.0,Homme grande taille,9.0,9.0,8.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Homme grande taille,7.0,7.0,8.0,Femme grande taille,3.0,3.0,5.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Homme petite taille,0.0,0.0,6.0,Robot,10.0,10.0,10.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Femme grande taille,7.0,7.0,5.0,Personne âgée,3.0,3.0,2.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Homme petite taille,10.0,0.0,6.0,Robot,0.0,10.0,10.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Homme grande taille,6.0,6.0,8.0,Femme grande taille,4.0,4.0,5.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Personne âgée,0.0,0.0,2.0,Robot,10.0,10.0,10.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Personne âgée,4.0,4.0,2.0,Femme petite taille,6.0,6.0,3.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Enfant,2.0,2.0,1.0,Homme petite taille,8.0,8.0,6.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Femme grande taille,5.0,5.0,5.0,Homme petite taille,5.0,5.0,6.0
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Robot,10.0,5.0,10.0,Enfant,0.0,5.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,risk-effort,Femme grande taille,5.0,5.0,1.0,Enfant,5.0,5.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,9.0,7.0,1.0,Enfant,1.0,3.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,risk-reward,Femme grande taille,10.0,6.0,1.0,Enfant,0.0,4.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,risk-effort,Femme grande taille,4.0,1.0,1.0,Enfant,6.0,9.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,7.0,0.0,1.0,Enfant,3.0,10.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,risk-effort,Femme grande taille,6.0,9.0,1.0,Enfant,4.0,1.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,1.0,1.0,1.0,Enfant,9.0,9.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,10.0,7.0,1.0,Enfant,0.0,3.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,6.0,6.0,1.0,Enfant,4.0,4.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,3.0,10.0,1.0,Enfant,7.0,0.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,0.0,0.0,1.0,Enfant,10.0,10.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,5.0,5.0,1.0,Enfant,5.0,5.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,8.0,9.0,1.0,Enfant,2.0,1.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,6.0,5.0,1.0,Enfant,4.0,5.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,2.0,3.0,1.0,Enfant,8.0,7.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,8.0,1.0,1.0,Enfant,2.0,9.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,effort-reward,Femme grande taille,7.0,9.0,1.0,Enfant,3.0,1.0,1.0
femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,risk-reward,Femme grande taille,3.0,4.0,1.0,Enfant,7.0,6.0,1.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-effort,Femme petite taille,7.0,3.0,3.0,Homme petite taille,3.0,7.0,4.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-reward,Enfant,7.0,3.0,3.0,Femme petite taille,3.0,7.0,3.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-reward,Personne âgée,9.0,0.0,5.0,Robot,1.0,10.0,3.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,effort-reward,Homme grande taille,5.0,10.0,7.0,Enfant,5.0,0.0,3.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-effort,Homme petite taille,8.0,3.0,4.0,Robot,2.0,7.0,3.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-effort,Homme grande taille,7.0,3.0,7.0,Homme petite taille,3.0,7.0,4.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-reward,Homme grande taille,3.0,7.0,7.0,Femme petite taille,7.0,3.0,3.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-reward,Enfant,0.0,10.0,3.0,Homme petite taille,10.0,0.0,4.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-reward,Enfant,7.0,3.0,3.0,Femme petite taille,3.0,7.0,3.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-effort,Personne âgée,9.0,1.0,5.0,Femme grande taille,1.0,9.0,6.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,effort-reward,Personne âgée,1.0,9.0,5.0,Femme petite taille,9.0,1.0,3.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-effort,Femme petite taille,7.0,2.0,3.0,Homme petite taille,3.0,8.0,4.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-effort,Enfant,2.0,0.0,3.0,Femme grande taille,8.0,10.0,6.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,effort-reward,Robot,8.0,2.0,3.0,Femme petite taille,2.0,8.0,3.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,effort-reward,Personne âgée,1.0,9.0,5.0,Femme grande taille,9.0,1.0,6.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,effort-reward,Enfant,1.0,5.0,3.0,Homme petite taille,9.0,5.0,4.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,effort-reward,Enfant,6.0,6.0,3.0,Personne âgée,4.0,4.0,5.0
homme,18,FRA,lycee,3c96b360-47a5-444e-9f18-38b73c50cf2c,risk-reward,Personne âgée,3.0,3.0,5.0,Homme grande taille,7.0,7.0,7.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-reward,Robot,8.0,5.0,8.0,Personne âgée,2.0,5.0,3.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-reward,Femme petite taille,4.0,7.0,5.0,Robot,6.0,3.0,8.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-effort,Enfant,5.0,3.0,3.0,Femme petite taille,5.0,7.0,5.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,effort-reward,Enfant,3.0,3.0,3.0,Femme petite taille,7.0,7.0,5.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,effort-reward,Femme grande taille,5.0,5.0,7.0,Homme petite taille,5.0,5.0,6.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-reward,Homme petite taille,8.0,8.0,6.0,Personne âgée,2.0,2.0,3.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-reward,Homme grande taille,6.0,6.0,9.0,Homme petite taille,4.0,4.0,6.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,effort-reward,Personne âgée,3.0,3.0,3.0,Femme grande taille,7.0,7.0,7.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-effort,Homme petite taille,7.0,8.0,6.0,Enfant,3.0,2.0,3.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-reward,Personne âgée,3.0,3.0,3.0,Homme petite taille,7.0,7.0,6.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-effort,Personne âgée,7.0,3.0,3.0,Femme petite taille,3.0,7.0,5.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-effort,Femme grande taille,4.0,5.0,7.0,Homme grande taille,6.0,5.0,9.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-effort,Homme grande taille,8.0,9.0,9.0,Personne âgée,2.0,1.0,3.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,effort-reward,Personne âgée,3.0,5.0,3.0,Femme grande taille,7.0,5.0,7.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,effort-reward,Femme petite taille,2.0,10.0,5.0,Robot,8.0,0.0,8.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-effort,Enfant,1.0,1.0,3.0,Robot,9.0,9.0,8.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,risk-reward,Robot,6.0,0.0,8.0,Femme grande taille,4.0,10.0,7.0
homme,23,HRV,bac+4,420008aa-5136-48fb-9a6f-4347673fce87,effort-reward,Femme grande taille,7.0,5.0,7.0,Enfant,3.0,5.0,3.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-reward,Enfant,7.0,7.0,1.0,Robot,3.0,3.0,7.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-reward,Enfant,0.0,1.0,1.0,Homme grande taille,10.0,9.0,10.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-effort,Personne âgée,1.0,1.0,2.0,Robot,9.0,9.0,7.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-effort,Femme petite taille,5.0,5.0,4.0,Femme grande taille,5.0,5.0,6.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,effort-reward,Homme petite taille,9.0,9.0,9.0,Personne âgée,1.0,1.0,2.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-reward,Personne âgée,1.0,1.0,2.0,Femme grande taille,9.0,9.0,6.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,effort-reward,Homme petite taille,2.0,2.0,9.0,Robot,8.0,8.0,7.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-effort,Personne âgée,1.0,1.0,2.0,Homme petite taille,9.0,9.0,9.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-reward,Homme petite taille,10.0,10.0,9.0,Robot,0.0,0.0,7.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-effort,Femme grande taille,10.0,0.0,6.0,Homme grande taille,0.0,10.0,10.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-effort,Homme petite taille,10.0,0.0,9.0,Homme grande taille,0.0,10.0,10.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,effort-reward,Homme grande taille,4.0,4.0,10.0,Femme grande taille,6.0,6.0,6.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-reward,Personne âgée,1.0,1.0,2.0,Femme grande taille,9.0,9.0,6.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,effort-reward,Femme grande taille,0.0,10.0,6.0,Robot,10.0,0.0,7.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-effort,Homme grande taille,0.0,7.0,10.0,Robot,10.0,3.0,7.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,effort-reward,Homme grande taille,5.0,5.0,10.0,Homme petite taille,5.0,5.0,9.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,effort-reward,Femme petite taille,4.0,4.0,4.0,Homme petite taille,6.0,6.0,9.0
homme,19,FRA,bac+1,430232b3-ad10-4a1c-ba28-fffa2b5e9d76,risk-reward,Robot,7.0,0.0,7.0,Femme grande taille,3.0,10.0,6.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,effort-reward,Homme petite taille,8.0,8.0,7.0,Femme petite taille,2.0,2.0,5.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,risk-reward,Homme petite taille,8.0,8.0,7.0,Personne âgée,2.0,2.0,3.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,risk-effort,Homme petite taille,10.0,10.0,7.0,Personne âgée,0.0,0.0,3.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,risk-reward,Homme petite taille,10.0,4.0,7.0,Personne âgée,0.0,6.0,3.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,effort-reward,Homme petite taille,8.0,1.0,7.0,Femme petite taille,2.0,9.0,5.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,effort-reward,Homme petite taille,7.0,9.0,7.0,Personne âgée,3.0,1.0,3.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,effort-reward,Homme petite taille,10.0,7.0,7.0,Personne âgée,0.0,3.0,3.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,risk-reward,Homme petite taille,0.0,6.0,7.0,Personne âgée,10.0,4.0,3.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,risk-effort,Homme petite taille,5.0,0.0,7.0,Personne âgée,5.0,10.0,3.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,effort-reward,Homme petite taille,8.0,3.0,7.0,Femme petite taille,2.0,7.0,5.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,effort-reward,Homme petite taille,3.0,9.0,7.0,Femme petite taille,7.0,1.0,5.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,effort-reward,Homme petite taille,2.0,3.0,7.0,Femme petite taille,8.0,7.0,5.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,risk-effort,Homme petite taille,4.0,7.0,7.0,Personne âgée,6.0,3.0,3.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,effort-reward,Homme petite taille,10.0,1.0,7.0,Femme petite taille,0.0,9.0,5.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,effort-reward,Homme petite taille,2.0,10.0,7.0,Personne âgée,8.0,0.0,3.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,risk-effort,Homme petite taille,4.0,0.0,7.0,Personne âgée,6.0,10.0,3.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,effort-reward,Homme petite taille,5.0,5.0,7.0,Femme petite taille,5.0,5.0,5.0
homme,24,DZA,bac+5,456cc33b-98b5-456a-a6f3-9dda924d2c79,risk-effort,Homme petite taille,6.0,8.0,7.0,Personne âgée,4.0,2.0,3.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-reward,Robot,7.0,0.0,6.0,Homme grande taille,3.0,10.0,8.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,effort-reward,Personne âgée,2.0,6.0,2.0,Robot,8.0,4.0,6.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-effort,Homme grande taille,6.0,3.0,8.0,Robot,4.0,7.0,6.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,effort-reward,Personne âgée,2.0,7.0,2.0,Femme grande taille,8.0,3.0,5.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-effort,Femme petite taille,3.0,7.0,4.0,Personne âgée,7.0,3.0,2.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,effort-reward,Femme grande taille,4.0,3.0,5.0,Personne âgée,6.0,7.0,2.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-effort,Personne âgée,7.0,3.0,2.0,Femme petite taille,3.0,7.0,4.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-effort,Femme petite taille,4.0,8.0,4.0,Robot,6.0,2.0,6.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,effort-reward,Femme grande taille,3.0,3.0,5.0,Robot,7.0,7.0,6.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,effort-reward,Enfant,3.0,8.0,3.0,Homme grande taille,7.0,2.0,8.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-effort,Homme petite taille,4.0,5.0,3.0,Enfant,6.0,5.0,3.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-reward,Femme grande taille,9.0,2.0,5.0,Femme petite taille,1.0,8.0,4.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-reward,Homme petite taille,3.0,2.0,3.0,Personne âgée,7.0,8.0,2.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-reward,Homme grande taille,5.0,5.0,8.0,Femme grande taille,5.0,5.0,5.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-effort,Homme grande taille,4.0,3.0,8.0,Femme petite taille,6.0,7.0,4.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-reward,Homme petite taille,7.0,4.0,3.0,Enfant,3.0,6.0,3.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,effort-reward,Homme grande taille,3.0,4.0,8.0,Femme petite taille,7.0,6.0,4.0
femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,risk-reward,Femme grande taille,7.0,5.0,5.0,Enfant,3.0,5.0,3.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,effort-reward,Personne âgée,3.0,3.0,2.0,Femme grande taille,7.0,7.0,4.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,effort-reward,Homme petite taille,5.0,5.0,6.0,Enfant,5.0,5.0,2.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-reward,Homme petite taille,5.0,5.0,6.0,Robot,5.0,5.0,4.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-reward,Enfant,5.0,5.0,2.0,Femme petite taille,5.0,5.0,4.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-effort,Femme grande taille,5.0,5.0,4.0,Personne âgée,5.0,5.0,2.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-effort,Femme grande taille,5.0,5.0,4.0,Personne âgée,5.0,5.0,2.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-effort,Homme grande taille,5.0,5.0,6.0,Robot,5.0,5.0,4.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-effort,Homme grande taille,5.0,5.0,6.0,Robot,5.0,5.0,4.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-effort,Homme petite taille,5.0,5.0,6.0,Homme grande taille,5.0,5.0,6.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-reward,Homme grande taille,5.0,5.0,6.0,Homme petite taille,5.0,5.0,6.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-reward,Homme grande taille,5.0,5.0,6.0,Homme petite taille,5.0,5.0,6.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-reward,Homme grande taille,5.0,5.0,6.0,Homme petite taille,5.0,5.0,6.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-effort,Homme petite taille,5.0,5.0,6.0,Enfant,5.0,5.0,2.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-effort,Homme petite taille,5.0,5.0,6.0,Femme petite taille,5.0,5.0,4.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-effort,Homme petite taille,5.0,5.0,6.0,Femme petite taille,5.0,5.0,4.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,effort-reward,Femme petite taille,5.0,5.0,4.0,Femme grande taille,5.0,5.0,4.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-reward,Robot,5.0,5.0,4.0,Femme petite taille,5.0,5.0,4.0
homme,55,FRA,bac+5,4e6785e1-d95e-4ffb-8352-19389f9acab1,risk-effort,Homme petite taille,5.0,5.0,6.0,Homme grande taille,5.0,5.0,6.0
femme,20,FRA,bac+3,4fd24837-90e9-412c-be54-5cac6e423dd3,risk-reward,Robot,4.0,0.0,7.0,Femme grande taille,6.0,10.0,9.0
femme,20,FRA,bac+3,4fd24837-90e9-412c-be54-5cac6e423dd3,effort-reward,Enfant,1.0,1.0,3.0,Personne âgée,9.0,9.0,6.0
